frame_index,timestamp_sec,analysis_time_sec,segment_id,segment_index,segment_boundary,tx_relative,ty_relative,tz_relative,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,vx_relative_per_source_s,vy_relative_per_source_s,vz_relative_per_source_s,angular_rate_proxy_deg_per_source_s,pose_valid,confidence,source_layer,coordinate_frame,pose_semantics,scale_status
1,0.0,0.0,segment_000,0,True,-0.00033363219699822366,3.3250293540731946e-07,-8.716829569266338e-08,0.0011417130806130656,0.9999993482438085,-3.514600415444151e-08,-1.7884339191930123e-06,179.86916928970098,0.00020493469926980654,-4.261414813842722e-06,0.0,0.0,0.0,0.0,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
2,0.16666666666666666,0.16666666666666666,segment_000,0,False,-0.0009637324255891144,1.3122370546625461e-05,-0.004885354544967413,0.0009508145511047733,0.9999731744266447,-0.000876450647657199,-0.007209591739549448,179.89031204689942,0.8260693198474623,-0.10122724874570542,-0.002414365386357531,0.0016778718522516556,-0.01942853742396977,5.473846443093856,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
3,0.3333333333333333,0.3333333333333333,segment_000,0,False,-0.0011384206591174006,0.0005596231203526258,-0.00647626630961895,0.0002984241047560153,0.9998734553134501,-0.005855362271813249,-0.014788476434772178,179.95586544118504,1.6944668806298082,-0.6717050054285052,-0.0028627738938666876,0.004282826218513946,-0.014454886782914398,5.05937294351416,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
4,0.5,0.5,segment_000,0,False,-0.0019179903902113438,0.0014407311100512743,-0.009703650139272213,-0.008657695377593562,0.9997949591695392,-0.005454897425300253,-0.017473637972893363,-179.0183765133086,2.0077435219708675,-0.6080061150835095,5.8394274674355984e-05,0.002248399774543941,-0.009057392366230488,6.476574716845603,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
5,0.6666666666666666,0.6666666666666666,segment_000,0,False,-0.0011189559008926153,0.0013090897118672729,-0.009495397098362446,-0.017376130072857567,0.9995927118608757,-0.00960207005706817,-0.020500749960200668,-178.03014052397316,2.368049451920951,-1.0600134435938668,0.0001865766244009137,0.0012792848283424971,-0.00914720445871353,5.300392569161925,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
6,0.8333333333333334,0.8333333333333334,segment_000,0,False,-0.0018557981820777059,0.00186715938616544,-0.012752718292176723,-0.023521949032497175,0.9994972558286422,-0.009839831266283142,-0.018844925719604458,-177.32426911536615,2.1854360945048654,-1.0770465838840044,-0.00379155040718615,0.0028728808974847193,-0.015542048960924147,2.7995574985363536,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
7,1.0,1.0,segment_000,0,False,-0.002382806036621332,0.0022667166776955128,-0.014676080085337162,-0.025433824650861508,0.9994401765201164,-0.009000439819910595,-0.019784999472227387,-177.10398535618515,2.292768358920944,-0.9739601993799222,-0.004465621314011513,0.001714964280836284,-0.010720836929976938,1.246983173090113,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
8,1.1666666666666667,1.1666666666666667,segment_000,0,False,-0.003344338620081544,0.0024388141464442015,-0.016326330602169037,-0.026110697165298083,0.9994692862143078,-0.007558881497262636,-0.017951064545443627,-177.02177083408873,2.0790216376888013,-0.8125756628165072,-0.004878204781562091,0.0026810236740857367,-0.017124409787356857,5.637835020155945,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
9,1.3333333333333333,1.3333333333333333,segment_000,0,False,-0.004008874297142029,0.0031603912357240915,-0.02038421668112278,-0.029401827395812766,0.9989294220150674,-0.0056196908727388075,-0.035269837721842945,-176.64679590772118,4.059628573218881,-0.5257751140270128,-0.005259874043986202,0.002625140827149153,-0.016996851190924648,11.504748098744118,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
10,1.5,1.5,segment_000,0,False,-0.005097629968076944,0.0033138610888272524,-0.021991947665810585,-0.030591111662085484,0.9985084863447716,0.013711882109241782,-0.04309258490475085,-176.41667352691326,4.888543584055344,1.7265235202088447,-0.004610134754329918,0.002149268053472041,-0.010135307908058161,10.032044012669209,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
11,1.6666666666666667,1.6666666666666667,segment_000,0,False,-0.005545585881918669,0.0038768139202147722,-0.023762652650475502,-0.030856888133815822,0.9980086810620119,0.01800020794288995,-0.05198574317611905,-176.34207727807464,5.891996318485386,2.2548739328645726,0.00017350260168313983,0.0010413355194032194,-0.00259561836719513,3.004022760664102,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
12,1.8333333333333333,1.8333333333333333,segment_000,0,False,-0.005039795767515898,0.0036609729286283255,-0.02285715378820896,-0.03250546098317357,0.9980297546825307,0.01594875485024962,-0.051241008902300024,-176.16629572636148,5.810767394442656,2.025685414599387,0.0020560626871883874,-0.0009233532473444941,0.0035338606685400018,4.500200820025081,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
13,2.0,2.0,segment_000,0,False,-0.004860231652855873,0.0035690295044332743,-0.0225846990942955,-0.03220594007319544,0.9981189217769944,0.004910257315955185,-0.051935390513820706,-176.2645524049571,5.932636266552665,0.7573629602252258,-0.0009967200458049776,0.001071765320375562,-0.0023804605007171635,9.905783137688818,True,1.0,raw,omega_shared,camera_pose_proxy,relative_only
